rank,lemma,PoS,perMil
2417,square,n,34.40
2418,recipe,n,34.34
2419,load,v,34.27
2420,beside,i,34.24
2421,roof,n,34.24
2422,vegetable,n,34.24
2423,accomplish,v,34.23
2424,silent,j,34.21
2425,habit,n,34.17
2426,discovery,n,34.17
2427,total,n,34.07
2428,recovery,n,34.07
2429,dna,n,34.06
2430,gain,n,34.05
2431,territory,n,34.02
2432,girlfriend,n,34.02
2433,consist,v,34.01
2434,straight,j,34.00
2435,surely,r,34.00
2436,proof,n,33.99
2437,nervous,j,33.98
2438,immediate,j,33.98
2439,parking,n,33.97
2440,sin,n,33.94
2441,unusual,j,33.93
2442,rice,n,33.91
2443,engineering,n,33.87
2444,advance,n,33.86
2445,interview,v,33.79
2446,bury,v,33.77
2447,still,j,33.76
2448,cake,n,33.75
2449,anonymous,j,33.75
2450,flag,n,33.75
2451,contemporary,j,33.72
2452,good,n,33.69
2453,jail,n,33.69
2454,rural,j,33.62
2455,match,n,33.60
2456,coach,v,33.60
2457,interpretation,n,33.58
2458,wage,n,33.57
2459,breakfast,n,33.54
2460,severe,j,33.51
2461,profile,n,33.49
2462,saving,n,33.47
2463,brief,j,33.46
2464,adjust,v,33.44
2465,reduction,n,33.40
2466,constantly,r,33.40
2467,assist,v,33.39
2468,bitch,n,33.39
2469,constant,j,33.32
2470,permit,v,33.32
2471,primarily,r,33.31
2472,entertainment,n,33.29
2473,shout,v,33.29
2474,academy,n,33.26
2475,teaspoon,n,33.26
2476,dream,v,33.24
2477,transfer,v,33.24
2478,usual,j,33.23
2479,ally,n,33.23
2480,clinical,j,33.21
2481,count,n,33.20
2482,swear,v,33.20
2483,avenue,n,33.20
2484,priest,n,33.20
2485,employment,n,33.19
2486,waste,v,33.18
2487,relax,v,33.18
2488,owe,v,33.17
2489,transform,v,33.14
2490,grass,n,33.11
2491,narrow,j,33.10
2492,ethnic,j,33.09
2493,scholar,n,33.08
2494,edition,n,33.07
2495,abandon,v,33.07
2496,practical,j,33.06
2497,infection,n,33.02
2498,musical,j,33.01
2499,suggestion,n,33.01
2500,resistance,n,33.00
2501,smoke,v,32.95
2502,prince,n,32.94
2503,illness,n,32.93
2504,embrace,v,32.92
2505,trade,v,32.91
2506,republic,n,32.88
2507,volunteer,n,32.86
2508,target,v,32.86
2509,general,r,32.78
2510,evaluation,n,32.74
2511,mine,n,32.70
2512,opposite,j,32.66
2513,awesome,j,32.65
2514,switch,v,32.64
2515,black,n,32.63
2516,iraqi,j,32.59
2517,iron,n,32.59
2518,perceive,v,32.57
2519,fundamental,j,32.56
2520,phrase,n,32.55
2521,assumption,n,32.54
2522,sand,n,32.53
2523,designer,n,32.53
2524,planning,n,32.51
2525,leading,j,32.51
2526,mode,n,32.46
2527,track,v,32.45
2528,respect,v,32.45
2529,widely,r,32.45
2530,occasion,n,32.45
2531,pose,v,32.42
2532,approximately,r,32.42
2533,retire,v,32.40
2534,elsewhere,r,32.39
2535,festival,n,32.38
2536,cap,n,32.34
2537,secure,v,32.31
2538,attach,v,32.29
2539,mechanism,n,32.29
2540,intention,n,32.25
2541,scenario,n,32.23
2542,yell,v,32.23
2543,incredible,j,32.21
2544,spanish,j,32.18
2545,strongly,r,32.17
2546,racial,j,32.12
2547,transportation,n,32.11
2548,pot,n,32.09
2549,boyfriend,n,32.04
2550,consideration,n,31.98
2551,prior,i,31.98
2552,retirement,n,31.97
2553,rarely,r,31.97
2554,joint,j,31.96
2555,doubt,v,31.96
2556,preserve,v,31.92
2557,enormous,j,31.92
2558,cigarette,n,31.90
2559,factory,n,31.85
2560,valuable,j,31.85
2561,clip,n,31.83
2562,electric,j,31.80
2563,giant,n,31.78
2564,slave,n,31.76
2565,submit,v,31.74
2566,effectively,r,31.73
2567,christian,n,31.72
2568,monitor,v,31.70
2569,wonder,n,31.22
2570,resolve,v,31.67
2571,remaining,j,31.63
2572,participation,n,31.62
2573,stream,n,31.61
2574,rid,v,31.61
2575,origin,n,31.56
2576,teen,n,31.56
2577,particular,r,31.51
2578,congressional,j,31.49
2579,bind,v,31.49
2580,coat,n,31.49
2581,tower,n,31.47
2582,license,n,31.46
2583,twitter,n,31.46
2584,impose,v,31.42
2585,innocent,j,31.41
2586,curriculum,n,31.39
2587,mail,n,31.36
2588,estimate,n,31.34
2589,insight,n,31.31
2590,investigator,n,31.30
2591,virus,n,31.29
2592,hurricane,n,31.29
2593,accurate,j,31.29
2594,provision,n,31.28
2595,strike,n,31.27
2596,communicate,v,31.26
2597,cross,n,31.24
2598,vary,v,31.22
2599,jacket,n,31.21
2600,increasing,j,31.19
2601,green,n,31.19
2602,equally,r,31.19
2603,pay,n,31.15
2604,in,c,31.15
2605,light,v,31.15
2606,implication,n,31.14
2607,fiction,n,31.10
2608,protest,n,31.09
2609,mama,n,31.07
2610,imply,v,31.05
2611,twin,n,30.56
2612,pant,n,31.03
2613,another,p,31.01
2614,ahead,i,31.00
2615,bend,v,30.98
2616,shock,n,30.96
2617,exercise,v,30.95
2618,criteria,n,30.94
2619,arab,j,30.92
2620,dirty,j,30.22
2621,ring,v,30.90
2622,toy,n,30.89
2623,potentially,r,30.89
2624,assault,n,30.82
2625,peak,n,30.81
2626,anger,n,30.80
2627,boot,n,30.78
2628,dramatic,j,30.77
2629,peer,n,30.75
2630,enhance,v,30.68
2631,math,n,30.68
2632,slide,v,30.66
2633,favor,n,30.62
2634,pink,j,30.61
2635,dust,n,30.59
2636,aunt,n,30.58
2637,lost,j,30.58
2638,prospect,n,30.57
2639,mood,n,30.56
2640,mm-hmm,u,30.55
2641,settlement,n,30.46
2642,rather,c,30.45
2643,justify,v,30.41
2644,depth,n,30.39
2645,juice,n,30.37
2646,formal,j,30.34
2647,virtually,r,30.33
2648,gallery,n,30.32
2649,tension,n,30.29
2650,throat,n,30.28
2651,draft,n,30.27
2652,reputation,n,30.20
2653,index,n,30.20
2654,normally,r,30.17
2655,mess,n,30.17
2656,joy,n,30.16
2657,steel,n,30.10
2658,motor,n,30.07
2659,enterprise,n,30.07
2660,salary,n,30.07
2661,moreover,r,30.07
2662,giant,j,30.06
2663,cousin,n,30.05
2664,ordinary,j,30.03
2665,graduate,v,30.00
2666,dozen,n,29.98
2667,evolution,n,29.97
2668,so-called,j,29.97
2669,helpful,j,29.92
2670,competitive,j,29.91
2671,lovely,j,29.90
2672,fishing,n,29.89
2673,anxiety,n,29.87
2674,professional,n,29.85
2675,carbon,n,29.85
2676,essay,n,29.85
2677,islamic,j,29.83
2678,honor,v,29.80
2679,drama,n,29.80
2680,odd,j,29.79
2681,evil,j,29.78
2682,stranger,n,29.78
2683,belt,n,29.76
2684,urge,v,29.74
2685,toss,v,29.73
2686,fifth,m,29.72
2687,formula,n,29.71
2688,potato,n,29.70
2689,monster,n,29.70
2690,smoke,n,29.69
2691,telephone,n,29.69
2692,rape,n,29.68
2693,palm,n,29.68
2694,jet,n,29.68
2695,navy,n,29.66
2696,excited,j,29.66
2697,plot,n,29.65
2698,angle,n,29.63
2699,criticize,v,29.61
2700,prisoner,n,29.60
2701,discipline,n,29.59
2702,negotiation,n,29.59
2703,damn,j,29.58
2704,butter,n,29.58
2705,desert,n,29.56
2706,complicated,j,29.54
2707,prize,n,29.54
2708,blind,j,29.53
2709,assign,v,29.52
2710,bullet,n,29.48
2711,awareness,n,29.47
2712,sequence,n,29.46
2713,illustrate,v,29.44
2714,drop,n,29.41
2715,pack,n,29.40
2716,provider,n,29.40
2717,fucking,r,29.38
2718,minor,j,29.38
2719,activist,n,29.37
2720,poem,n,29.34
2721,vacation,n,29.33
2722,weigh,v,29.33
2723,gang,n,29.32
2724,privacy,n,29.32
2725,clock,n,29.32
2726,arrange,v,29.31
2727,penalty,n,29.30
2728,stomach,n,29.29
2729,concert,n,29.29
2730,originally,r,29.29
2731,statistics,n,29.27
2732,electronic,j,29.27
2733,properly,r,29.27
2734,bureau,n,29.25
2735,wolf,n,29.25
2736,and/or,c,29.23
2737,classic,j,29.23
2738,recommendation,n,29.20
2739,exciting,j,29.19
2740,maker,n,29.19
2741,dear,j,28.88
2742,impression,n,29.18
2743,broken,j,29.17
2744,battery,n,29.17
2745,narrative,n,29.13
2746,process,v,29.12
2747,arise,v,29.12
2748,kid,v,29.11
2749,sake,n,29.11
2750,delivery,n,29.11
2751,forgive,v,29.10
2752,visible,j,29.09
2753,heavily,r,29.08
2754,junior,j,29.07
2755,rep,n,29.05
2756,diversity,n,29.05
2757,string,n,29.05
2758,lawsuit,n,29.04
2759,latter,d,29.03
2760,cute,j,29.02
2761,deputy,n,29.01
2762,restore,v,28.98
2763,buddy,n,28.97
2764,psychological,j,28.94
2765,besides,r,28.91
2766,intense,j,28.90
2767,friendly,j,27.28
2768,evil,n,28.90
2769,lane,n,28.89
2770,hungry,j,28.85
2771,bean,n,28.84
2772,sauce,n,28.84
2773,print,v,28.84
2774,dominate,v,28.84
2775,testing,n,28.83
2776,trick,n,28.82
2777,fantasy,n,28.82
2778,absence,n,28.82
2779,offensive,j,28.81
2780,symbol,n,28.81
2781,recognition,n,28.79
2782,detect,v,28.77
2783,tablespoon,n,28.75
2784,construct,v,28.72
2785,hmm,u,28.71
2786,arrest,n,28.70
2787,approval,n,28.70
2788,aids,n,28.69
2789,whereas,c,28.67
2790,defensive,j,28.66
2791,independence,n,28.66
2792,apologize,v,28.66
2793,top,i,28.64
2794,asian,j,28.62
2795,rose,n,28.60
2796,ghost,n,28.56
2797,involvement,n,28.56
2798,permanent,j,28.54
2799,wire,n,28.54
2800,whisper,v,28.53
2801,mouse,n,28.53
2802,airline,n,28.53
2803,founder,n,28.51
2804,objective,n,28.51
2805,nowhere,r,28.49
2806,alternative,j,28.48
2807,phenomenon,n,28.46
2808,evolve,v,28.46
2809,not,c,28.45
2810,exact,j,28.45
2811,silver,n,28.44
2812,cent,n,28.43
2813,universal,j,28.42
2814,teenager,n,28.42
2815,crucial,j,28.42
2816,viewer,n,28.38
2817,schedule,v,28.37
2818,ridiculous,j,28.35
2819,chocolate,n,28.34
2820,sensitive,j,28.31
2821,bottom,j,28.30
2822,grandmother,n,28.29
2823,missile,n,28.28
2824,roughly,r,28.28
2825,constitutional,j,28.26
2826,adventure,n,28.24
2827,genetic,j,28.22
2828,advance,v,28.21
2829,related,j,28.21
2830,swing,v,28.18
2831,ultimate,j,28.17
2832,manufacturer,n,28.16
2833,unknown,j,28.15
2834,wipe,v,28.15
2835,crop,n,28.14
2836,survival,n,28.11
2837,line,v,28.11
2838,dimension,n,28.08
2839,resist,v,28.06
2840,request,v,28.06
2841,roll,n,28.03
2842,shape,v,28.02
2843,darkness,n,28.02
2844,guarantee,v,28.02
2845,historic,j,27.99
2846,educator,n,27.98
2847,rough,j,27.97
2848,personnel,n,27.97
2849,race,v,27.97
2850,confront,v,27.97
2851,terrorist,n,27.96
2852,royal,j,27.94
2853,elite,n,27.91
2854,occupy,v,27.90
2855,emphasis,n,27.89
2856,wet,j,27.88
2857,destruction,n,27.86
2858,raw,j,27.86
2859,inner,j,27.84
2860,proceed,v,27.83
2861,violate,v,27.82
2862,chart,n,27.82
2863,pace,n,27.81
2864,finance,n,27.79
2865,champion,n,27.79
2866,snap,v,27.78
2867,suspect,n,27.78
2868,advise,v,27.77
2869,initially,r,27.76
2870,advanced,j,27.76
2871,unlikely,j,27.74
2872,barrier,n,27.72
2873,advocate,n,27.67
2874,label,n,27.67
2875,access,v,27.67
2876,horrible,j,27.65
2877,burden,n,27.64
2878,violation,n,27.63
2879,unlike,i,27.63
2880,idiot,n,27.62
2881,lifetime,n,27.62
2882,working,j,27.56
2883,fund,v,27.54
2884,ongoing,j,27.53
2885,react,v,27.51
2886,routine,n,27.46
2887,presentation,n,27.46
2888,supply,v,27.45
2889,gear,n,27.43
2890,photograph,v,27.43
2891,mexican,j,27.42
2892,stadium,n,27.42
2893,translate,v,27.42
2894,mortgage,n,27.42
2895,sheriff,n,27.38
2896,clinic,n,27.38
2897,spin,v,27.38
2898,coalition,n,27.36
2899,naturally,r,27.35
2900,hopefully,r,27.34
2901,mix,n,27.31
2902,menu,n,27.30
2903,smooth,j,27.29
2904,advertising,n,27.26
2905,interpret,v,27.26
2906,plant,v,27.24
2907,dismiss,v,27.22
2908,muslim,n,27.18
2909,apparent,j,27.17
2910,arrangement,n,27.17
2911,incorporate,v,27.16
2912,split,v,27.16
2913,brilliant,j,27.16
2914,storage,n,27.13
2915,framework,n,27.12
2916,honestly,r,27.12
2917,chase,v,27.09
2918,sigh,v,27.06
2919,assure,v,27.05
2920,utility,n,27.03
2921,taste,v,27.01
2922,aggressive,j,27.01
2923,cookie,n,27.00
2924,terror,n,26.98
2925,free,v,26.98
2926,worth,n,26.97
2927,wealthy,j,26.93
2928,update,v,26.93
2929,forum,n,26.91
2930,alliance,n,26.91
2931,possess,v,26.90
2932,empire,n,26.88
2933,curious,j,26.85
2934,corn,n,26.80
2935,neither,d,26.77
2936,calculate,v,26.76
2937,hurry,v,26.75
2938,testimony,n,26.73
2939,elementary,j,26.73
2940,transfer,n,26.73
2941,stake,n,26.73
2942,precisely,r,26.72
2943,bite,v,26.72
2944,given,j,26.71
2945,substantial,j,26.71
2946,depending,i,26.70
2947,glance,v,26.67
2948,tissue,n,26.66
2949,concentration,n,26.66
2950,developer,n,26.65
2951,found,v,26.65
2952,ballot,n,26.65
2953,consume,v,26.64
2954,overcome,v,26.63
2955,biological,j,26.62
2956,chamber,n,26.60
2957,similarly,r,26.59
2958,stick,n,26.56
2959,dare,v,26.55
2960,developing,j,26.52
2961,tiger,n,26.52
2962,ratio,n,26.49
2963,lover,n,26.47
2964,expansion,n,26.45
2965,encounter,v,26.44
2966,occasionally,r,26.43
2967,unemployment,n,26.43
2968,pet,n,26.42
2969,awful,j,26.39
2970,laboratory,n,26.38
2971,administrator,n,26.38
2972,wind,v,26.37
2973,quarterback,n,26.36
2974,rocket,n,26.35
2975,preparation,n,26.34
2976,relative,n,26.33
2977,confident,j,26.33
2978,strategic,j,26.29
2979,marine,j,26.27
2980,quote,n,26.27
2981,publisher,n,26.26
2982,innovation,n,26.22
2983,highlight,v,26.21
2984,nut,n,26.20
2985,fighter,n,26.20
2986,rank,n,26.19
2987,electricity,n,26.19
2988,instance,n,26.18
2989,fortune,n,26.18
2990,freeze,v,26.17
2991,variation,n,26.16
2992,armed,j,26.15
2993,negotiate,v,26.15
2994,laughter,n,26.11
2995,wisdom,n,26.11
2996,correspondent,n,26.09
2997,mixture,n,26.08
2998,murder,v,26.07
2999,assistant,n,26.07
3000,retain,v,26.06
3001,tomato,n,26.01
3002,indian,n,26.01
3003,testify,v,26.00
3004,ingredient,n,25.99
3005,since,r,25.96
3006,galaxy,n,25.96
3007,qualify,v,25.96
3008,scheme,n,25.95
3009,gop,n,25.95
3010,shame,n,25.95
3011,concentrate,v,25.94
3012,contest,n,25.94
3013,introduction,n,25.90
3014,boundary,n,25.87
3015,tube,n,25.83
3016,versus,i,25.83
3017,chef,n,25.83
3018,regularly,r,25.82
3019,ugly,j,25.81
3020,screw,v,25.81
3021,load,n,25.80
3022,tongue,n,25.79
3023,palestinian,j,25.78
3024,fiscal,j,25.78
3025,creek,n,25.77
3026,hip,n,25.76
3027,accompany,v,25.75
3028,decline,n,25.74
3029,terrorism,n,25.74
3030,respondent,n,25.73
3031,narrator,n,25.73
3032,voting,n,25.73
3033,refugee,n,25.71
3034,assembly,n,25.71
3035,fraud,n,25.70
3036,limitation,n,25.69
3037,house,v,25.69
3038,partnership,n,25.67
3039,store,v,25.65
3040,crash,n,25.65
3041,surprise,v,25.63
3042,representation,n,25.63
3043,hold,n,25.63
3044,ministry,n,25.61
3045,flat,j,25.61
3046,wise,j,25.60
3047,witness,v,25.60
3048,excuse,n,25.56
3049,register,v,25.55
3050,comedy,n,25.48
3051,purchase,n,25.48
3052,tap,v,25.47
3053,infrastructure,n,25.47
3054,organic,j,25.47
3055,islam,n,25.46
3056,diverse,j,25.45
3057,favor,v,25.45
3058,intellectual,j,25.45
3059,tight,j,25.39
3060,port,n,25.39
3061,fate,n,25.37
3062,market,v,25.37
3063,absolute,j,25.36
3064,dialogue,n,25.35
3065,plus,n,25.34
3066,frequency,n,25.33
3067,tribe,n,25.32
3068,external,j,25.32
3069,appointment,n,25.32
3070,convert,v,25.30
3071,surprising,j,25.29
3072,mobile,j,25.27
3073,establishment,n,25.27
3074,worried,j,25.26
3075,bye,u,25.26
3076,shopping,n,25.23
3077,celebrity,n,25.16
3078,congressman,n,25.16
3079,impress,v,25.15
3080,taxpayer,n,25.13
3081,adapt,v,25.11
3082,publicly,r,25.11
3083,pride,n,25.10
3084,clothing,n,25.10
3085,rapidly,r,25.10
3086,domain,n,25.09
3087,mainly,r,25.09
3088,ceiling,n,25.08
3089,alter,v,25.07
3090,shelter,n,25.07
3091,random,j,25.06
3092,obligation,n,25.05
3093,shower,n,25.05
3094,beg,v,25.04
3095,asleep,j,25.02
3096,musician,n,25.00
3097,extraordinary,j,25.00
3098,dirt,n,24.99
3099,pc,n,24.99
3100,bell,n,24.99
3101,smell,n,24.96
3102,damage,v,24.95
3103,ceremony,n,24.95
3104,clue,n,24.93
3105,guideline,n,24.93
3106,comfort,n,24.92
3107,near,j,24.63
3108,pregnancy,n,24.86
3109,borrow,v,24.84
3110,conventional,j,24.83
3111,tourist,n,24.81
3112,incentive,n,24.78
3113,custom,n,24.78
3114,cheek,n,24.78
3115,tournament,n,24.75
3116,double,v,24.75
3117,satellite,n,24.75
3118,nearby,j,24.73
3119,comprehensive,j,24.73
3120,stable,j,24.72
3121,medication,n,24.72
3122,script,n,24.72
3123,educate,v,24.70
3124,efficient,j,24.70
3125,risk,v,24.70
3126,welcome,j,24.69
3127,scare,v,24.66
3128,psychology,n,24.65
3129,logic,n,24.64
3130,economics,n,24.63
3131,update,n,24.62
3132,nevertheless,r,24.61
3133,devil,n,24.60
3134,thirty,m,24.60
3135,beat,n,24.59
3136,charity,n,24.58
3137,fiber,n,24.57
3138,wave,v,24.56
3139,ideal,j,24.54
3140,friendship,n,24.53
3141,net,n,24.53
3142,motivation,n,24.51
3143,differently,r,24.49
3144,reserve,n,24.49
3145,observer,n,24.46
3146,humanity,n,24.42
3147,survivor,n,24.41
3148,fence,n,24.39
3149,quietly,r,24.39
3150,humor,n,24.38
3151,major,n,24.36
3152,funeral,n,24.35
3153,spokesman,n,24.31
3154,extension,n,24.31
3155,loose,j,24.31
3156,sink,v,24.30
3157,historian,n,24.30
3158,ruin,v,24.28
3159,balance,v,24.27
3160,chemical,n,24.27
3161,singer,n,24.26
3162,drunk,j,24.25
3163,swim,v,24.24
3164,onion,n,24.22
3165,specialist,n,24.20
3166,missing,j,24.18
3167,white,n,24.18
3168,pan,n,24.19
3169,distribute,v,24.17
3170,silly,j,24.17
3171,deck,n,24.16
3172,reflection,n,24.16
3173,shortly,r,24.15
3174,database,n,24.15
3175,flow,v,24.10
3176,remote,j,24.10
3177,permission,n,24.10
3178,remarkable,j,24.09
3179,everyday,j,24.09
3180,lifestyle,n,24.09
3181,sweep,v,24.08
3182,naked,j,24.08
3183,sufficient,j,24.07
3184,lion,n,24.04
3185,consumption,n,24.03
3186,capability,n,24.00
3187,practice,v,23.96
3188,emission,n,23.94
3189,sidebar,n,23.93
3190,crap,n,23.92
3191,dealer,n,23.91
3192,measurement,n,23.90
3193,vital,j,23.87
3194,impressive,j,23.85
3195,bake,v,23.85
3196,fantastic,j,23.84
3197,adviser,n,23.83
3198,yield,v,23.81
3199,mere,j,23.80
3200,imagination,n,23.79
3201,radical,j,23.79
3202,tragedy,n,23.78
3203,scary,j,23.76
3204,consultant,n,23.76
3205,correct,v,23.75
3206,lieutenant,n,23.74
3207,upset,v,23.73
3208,attractive,j,23.73
3209,acre,n,23.72
3210,drawing,n,23.71
3211,defeat,v,23.70
3212,newly,r,23.70
3213,scandal,n,23.69
3214,ambassador,n,23.69
3215,ooh,u,23.66
3216,spot,v,23.66
3217,content,j,23.66
3218,round,j,23.65
3219,bench,n,23.65
3220,guide,v,23.64
3221,counter,n,23.64
3222,chemical,j,23.63
3223,odds,n,23.63
3224,rat,n,23.61
3225,horror,n,23.59
3226,appeal,v,23.59
3227,vulnerable,j,23.56
3228,prevention,n,23.55
3229,square,j,23.54
3230,segment,n,23.54
3231,ban,v,23.52
3232,tail,n,23.51
3233,constitute,v,23.50
3234,badly,r,23.49
3235,bless,v,23.47
3236,literary,j,23.47
3237,magic,j,23.47
3238,implementation,n,23.46
3239,legitimate,j,23.45
3240,slight,j,23.45
3241,crash,v,23.44
3242,strip,n,23.43
3243,desperate,j,23.42
3244,distant,j,23.41
3245,preference,n,23.39
3246,politically,r,23.39
3247,feedback,n,23.38
3248,health-care,n,23.38
3249,criminal,n,23.38
3250,can,n,23.36
3251,italian,j,23.36
3252,detailed,j,23.32
3253,buyer,n,23.32
3254,wrong,r,23.30
3255,cooperation,n,23.30
3256,profession,n,23.30
3257,incredibly,r,23.27
3258,orange,j,23.25
3259,killing,n,23.25
3260,sue,v,23.25
3261,photographer,n,23.22
3262,running,j,23.21
3263,engagement,n,23.20
3264,differ,v,23.19
3265,paint,n,23.19
3266,pitch,n,23.19
3267,extensive,j,23.18
3268,salad,n,23.17
3269,stair,n,23.16
3270,notice,n,23.16
3271,grace,n,23.16
3272,divorce,n,23.15
3273,vessel,n,23.14
3274,pig,n,23.13
3275,assignment,n,23.12
3276,distinction,n,23.10
3277,fit,j,23.10
3278,circuit,n,23.09
3279,acid,n,23.09
3280,canadian,j,23.09
3281,flee,v,23.06
3282,efficiency,n,23.05
3283,memorial,n,23.04
3284,proposed,j,23.02
3285,blue,n,23.02
3286,entity,n,23.01
3287,iphone,n,23.00
3288,punishment,n,23.00
3289,pause,v,22.97
3290,pill,n,22.96
3291,rub,v,22.93
3292,romantic,j,22.93
3293,myth,n,22.93
3294,economist,n,22.92
3295,latin,j,22.91
3296,decent,j,22.91
3297,assistant,j,22.90
3298,craft,n,22.88
3299,poetry,n,22.88
3300,terrorist,j,22.86
3301,thread,n,22.84
3302,wooden,j,22.84
3303,confuse,v,22.84
3304,subject,i,22.84
3305,privilege,n,22.83
3306,coal,n,22.83
3307,fool,n,22.83
3308,cow,n,22.82
3309,characterize,v,22.82
3310,pie,n,22.81
3311,decrease,v,22.81
3312,resort,n,22.81
3313,legacy,n,22.79
3314,re,i,22.78
3315,stress,v,22.75
3316,frankly,r,22.72
3317,matter,d,22.64
3318,cancel,v,22.64
3319,derive,v,22.63
3320,dumb,j,22.62
3321,scope,n,22.62
3322,formation,n,22.60
3323,grandfather,n,22.59
3324,hence,r,22.58
3325,wish,n,22.58
3326,margin,n,22.57
3327,wound,n,22.57
3328,exhibition,n,22.56
3329,legislature,n,22.55
3330,furthermore,r,22.54
3331,portrait,n,22.53
3332,catholic,n,22.52
3333,sustain,v,22.52
3334,uniform,n,22.49
3335,painful,j,22.45
3336,loud,j,22.43
3337,miracle,n,22.43
3338,harm,n,22.42
3339,zero,m,22.42
3340,tactic,n,22.42
3341,mask,n,22.41
3342,calm,v,22.41
3343,inflation,n,22.40
3344,hunting,n,22.39
3345,physically,r,22.37
3346,final,n,22.36
3347,flesh,n,22.36
3348,temporary,j,22.35
3349,fellow,n,22.35
3350,nerve,n,22.07
3351,lung,n,22.33
3352,steady,j,22.31
3353,headline,n,22.30
3354,sudden,j,22.29
3355,successfully,r,22.29
3356,defendant,n,22.27
3357,pole,n,22.27
3358,satisfy,v,22.27
3359,entrance,n,22.27
3360,aircraft,n,22.27
3361,withdraw,v,22.26
3362,cabinet,n,22.23
3363,relative,j,22.23
3364,repeatedly,r,22.22
3365,happiness,n,22.21
3366,admission,n,22.21
3367,correlation,n,22.19
3368,proportion,n,22.19
3369,dispute,n,22.18
3370,candy,n,22.14
3371,reward,n,22.13
3372,counselor,n,22.13
3373,recording,n,22.12
3374,pile,n,22.11
3375,explosion,n,22.11
3376,appoint,v,22.10
3377,couch,n,22.10
3378,cognitive,j,22.08
3379,furniture,n,22.07
3380,significance,n,22.06
3381,grateful,j,22.05
3382,magic,n,22.04
3383,suit,v,22.04
3384,commissioner,n,22.01
3385,shelf,n,22.01
3386,tremendous,j,21.98
3387,warrior,n,21.98
3388,physics,n,21.95
3389,garage,n,21.94
3390,flavor,n,21.93
3391,squeeze,v,21.91
3392,prominent,j,21.90
3393,fifty,m,21.89
3394,fade,v,21.89
3395,oven,n,21.87
3396,satisfaction,n,21.87
3397,discrimination,n,21.87
3398,recession,n,21.87
3399,allegation,n,21.86
3400,boom,n,21.84
3401,weekly,j,21.84
3402,lately,r,21.82
3403,restriction,n,21.82
3404,diamond,n,21.80
3405,document,v,21.80
3406,crack,v,21.77
3407,conviction,n,21.75
3408,heel,n,21.75
3409,fake,j,21.71
3410,fame,n,21.70
3411,shine,v,21.69
3412,swing,n,21.69
3413,playoff,n,21.68
3414,actress,n,21.68
3415,cheat,v,21.67
3416,format,n,21.67
3417,controversy,n,21.67
3418,auto,n,21.66
3419,grant,n,21.66
3420,grocery,n,21.65
3421,headquarters,n,20.22
3422,rip,v,21.63
3423,rank,v,21.63
3424,shade,n,21.61
3425,regulate,v,21.59
3426,meter,n,21.58
3427,olympic,j,21.57
3428,pipe,n,21.56
3429,patient,j,21.52
3430,celebration,n,21.50
3431,handful,n,21.50
3432,copyright,n,21.48
3433,dependent,j,21.46
3434,signature,n,21.43
3435,bishop,n,21.43
3436,strengthen,v,21.43
3437,soup,n,21.42
3438,entitle,v,21.41
3439,whoever,p,21.40
3440,carrier,n,21.39
3441,anniversary,n,21.39
3442,pizza,n,21.39
3443,ethics,n,21.38
3444,legend,n,21.37
3445,eagle,n,21.37
3446,scholarship,n,21.33
3447,crack,n,21.33
3448,research,v,21.33
3449,membership,n,21.32
3450,standing,n,21.29
3451,possession,n,21.29
3452,treaty,n,21.29
3453,partly,r,21.28
3454,consciousness,n,21.26
3455,manufacturing,n,21.24
3456,announcement,n,21.23
3457,tire,v,21.22
3458,no,d,21.19
3459,makeup,n,21.18
3460,pop,n,21.18
3461,prediction,n,21.18
3462,stability,n,21.18
3463,trace,v,21.17
3464,norm,n,21.16
3465,irish,j,21.15
3466,genius,n,21.13
3467,gently,r,21.13
3468,operator,n,21.09
3469,mall,n,21.09
3470,rumor,n,21.07
3471,poet,n,21.06
3472,tendency,n,21.05
3473,subsequent,j,21.04
3474,alien,n,21.03
3475,explode,v,21.02
3476,cool,v,21.01
3477,controversial,j,21.01
3478,maintenance,n,21.01
3479,courage,n,21.01
3480,exceed,v,21.00
3481,tight,r,20.99
3482,principal,n,20.98
3483,vaccine,n,20.97
3484,identification,n,20.97
3485,sandwich,n,20.95
3486,bull,n,20.95
3487,lens,n,20.93
3488,twelve,m,20.91
3489,mainstream,j,20.91
3490,presidency,n,20.87
3491,integrity,n,20.86
3492,distinct,j,20.85
3493,intelligent,j,20.85
3494,secondary,j,20.85
3495,bias,n,20.84
3496,hypothesis,n,20.84
3497,fifteen,m,20.84
3498,nomination,n,20.82
3499,delay,n,20.81
3500,adjustment,n,20.80
3501,sanction,n,20.80
3502,render,v,20.78
3503,shop,v,20.77
3504,acceptable,j,20.77
3505,mutual,j,20.77
3506,high,r,20.77
3507,examination,n,20.76
3508,meaningful,j,20.76
3509,communist,j,20.74
3510,superior,j,20.74
3511,currency,n,20.74
3512,collective,j,20.73
3513,tip,v,20.72
3514,flame,n,20.69
3515,guitar,n,20.69
3516,doctrine,n,20.69
3517,palestinian,n,20.68
3518,float,v,20.68
3519,commerce,n,20.68
3520,invent,v,20.68
3521,robot,n,20.66
3522,rapid,j,20.65
3523,plain,j,20.62
3524,respectively,r,20.62
3525,particle,n,20.62
3526,across,r,20.62
3527,glove,n,20.61
3528,till,c,20.61
3529,edit,v,20.61
3530,moderate,j,20.56
