rank,lemma,perMil,duplicate_count
2358,accurate,31.29,1
2359,virus,31.29,1
2360,provision,31.28,1
2361,communicate,31.26,1
2362,vary,31.22,1
2363,jacket,31.21,1
2364,equally,31.19,1
2365,increasing,31.19,1
2366,implication,31.14,1
2367,fiction,31.1,1
2368,mama,31.07,1
2369,imply,31.05,1
2370,pant,31.03,1
2371,bend,30.98,1
2372,criteria,30.94,1
2373,ease,30.94,2
2374,potentially,30.89,1
2375,toy,30.89,1
2376,seal,30.86,2
2377,assault,30.82,1
2378,peak,30.81,1
2379,anger,30.8,1
2380,boot,30.78,1
2381,dramatic,30.77,1
2382,repair,30.759999999999998,2
2383,math,30.68,1
2384,enhance,30.68,1
2385,compromise,30.67,2
2386,pink,30.61,1
2387,dust,30.59,1
2388,lost,30.58,1
2389,aunt,30.58,1
2390,prospect,30.57,1
2391,twin,30.56,1
2392,mood,30.56,1
2393,mm-hmm,30.55,1
2394,settlement,30.46,1
2395,justify,30.41,1
2396,depth,30.39,1
2397,juice,30.37,1
2398,formal,30.34,1
2399,virtually,30.33,1
2400,gallery,30.32,1
2401,tension,30.29,1
2402,throat,30.28,1
2403,dirty,30.22,1
2404,reputation,30.2,1
2405,index,30.2,1
2406,normally,30.17,1
2407,joy,30.16,1
2408,steel,30.1,1
2409,motor,30.07,1
2410,moreover,30.07,1
2411,salary,30.07,1
2412,enterprise,30.07,1
2413,cousin,30.05,1
2414,ordinary,30.03,1
2415,evolution,29.97,1
2416,so-called,29.97,1
2417,helpful,29.92,1
2418,competitive,29.91,1
2419,lovely,29.9,1
2420,fishing,29.89,1
2421,anxiety,29.87,1
2422,carbon,29.85,1
2423,essay,29.85,1
2424,islamic,29.83,1
2425,drama,29.8,1
2426,odd,29.79,1
2427,stranger,29.78,1
2428,belt,29.76,1
2429,urge,29.74,1
2430,toss,29.73,1
2431,fifth,29.72,1
2432,formula,29.71,1
2433,monster,29.7,1
2434,potato,29.7,1
2435,telephone,29.69,1
2436,jet,29.68,1
2437,palm,29.68,1
2438,navy,29.66,1
2439,excited,29.66,1
2440,plot,29.65,1
2441,angle,29.63,1
2442,criticize,29.61,1
2443,prisoner,29.6,1
2444,discipline,29.59,1
2445,negotiation,29.59,1
2446,butter,29.58,1
2447,desert,29.56,1
2448,complicated,29.54,1
2449,prize,29.54,1
2450,blind,29.53,1
2451,assign,29.52,1
2452,bullet,29.48,1
2453,awareness,29.47,1
2454,sequence,29.46,1
2455,illustrate,29.44,1
2456,provider,29.4,1
2457,minor,29.38,1
2458,activist,29.37,1
2459,poem,29.34,1
2460,vacation,29.33,1
2461,weigh,29.33,1
2462,gang,29.32,1
2463,privacy,29.32,1
2464,clock,29.32,1
2465,arrange,29.31,1
2466,penalty,29.3,1
2467,originally,29.29,1
2468,stomach,29.29,1
2469,concert,29.29,1
2470,electronic,29.27,1
2471,properly,29.27,1
2472,statistics,29.27,1
2473,wolf,29.25,1
2474,bureau,29.25,1
2475,and/or,29.23,1
2476,recommendation,29.2,1
2477,maker,29.19,1
2478,exciting,29.19,1
2479,impression,29.18,1
2480,battery,29.17,1
2481,broken,29.17,1
2482,narrative,29.13,1
2483,arise,29.12,1
2484,sake,29.11,1
2485,delivery,29.11,1
2486,forgive,29.1,1
2487,visible,29.09,1
2488,heavily,29.08,1
2489,junior,29.07,1
2490,diversity,29.05,1
2491,rep,29.05,1
2492,string,29.05,1
2493,lawsuit,29.04,1
2494,latter,29.03,1
2495,cute,29.02,1
2496,deputy,29.01,1
2497,restore,28.98,1
2498,buddy,28.97,1
2499,psychological,28.94,1
2500,intense,28.9,1
2501,lane,28.89,1
2502,hungry,28.85,1
2503,sauce,28.84,1
2504,dominate,28.84,1
2505,bean,28.84,1
2506,twist,28.83,2
2507,testing,28.83,1
2508,trick,28.82,1
2509,absence,28.82,1
2510,fantasy,28.82,1
2511,symbol,28.81,1
2512,offensive,28.81,1
2513,recognition,28.79,1
2514,detect,28.77,1
2515,tablespoon,28.75,1
2516,construct,28.72,1
2517,hmm,28.71,1
2518,approval,28.7,1
2519,aids,28.69,1
2520,whereas,28.67,1
2521,apologize,28.66,1
2522,defensive,28.66,1
2523,independence,28.66,1
2524,asian,28.62,1
2525,rose,28.6,1
2526,ghost,28.56,1
2527,involvement,28.56,1
2528,permanent,28.54,1
2529,punch,28.54,2
2530,wire,28.54,1
2531,mouse,28.53,1
2532,airline,28.53,1
2533,whisper,28.53,1
2534,founder,28.51,1
2535,nowhere,28.49,1
2536,spell,28.47,2
2537,sponsor,28.46,2
2538,phenomenon,28.46,1
2539,evolve,28.46,1
2540,exact,28.45,1
2541,silver,28.44,1
2542,cent,28.43,1
2543,teenager,28.42,1
2544,crucial,28.42,1
2545,universal,28.42,1
2546,viewer,28.38,1
2547,ridiculous,28.35,1
2548,chocolate,28.34,1
2549,sensitive,28.31,1
2550,grandmother,28.29,1
2551,roughly,28.28,1
2552,missile,28.28,1
2553,constitutional,28.26,1
2554,adventure,28.24,1
2555,genetic,28.22,1
2556,related,28.21,1
2557,ultimate,28.17,1
2558,manufacturer,28.16,1
2559,unknown,28.15,1
2560,wipe,28.15,1
2561,crop,28.14,1
2562,survival,28.11,1
2563,dimension,28.08,1
2564,resist,28.06,1
2565,darkness,28.02,1
2566,guarantee,28.02,1
2567,historic,27.99,1
2568,educator,27.98,1
2569,confront,27.97,1
2570,personnel,27.97,1
2571,rough,27.97,1
2572,royal,27.94,1
2573,elite,27.91,1
2574,occupy,27.9,1
2575,emphasis,27.89,1
2576,wet,27.88,1
2577,raw,27.86,1
2578,destruction,27.86,1
2579,inner,27.84,1
2580,proceed,27.83,1
2581,chart,27.82,1
2582,violate,27.82,1
2583,pace,27.81,1
2584,champion,27.79,1
2585,snap,27.78,1
2586,advise,27.77,1
2587,advanced,27.76,1
2588,initially,27.76,1
2589,unlikely,27.74,1
2590,barrier,27.72,1
2591,horrible,27.65,1
2592,burden,27.64,1
2593,violation,27.63,1
2594,idiot,27.62,1
2595,lifetime,27.62,1
2596,working,27.56,1
2597,ongoing,27.53,1
2598,react,27.51,1
2599,presentation,27.46,1
2600,routine,27.46,1
2601,gear,27.43,1
2602,translate,27.42,1
2603,stadium,27.42,1
2604,mexican,27.42,1
2605,mortgage,27.42,1
2606,clinic,27.38,1
2607,sheriff,27.38,1
2608,spin,27.38,1
2609,coalition,27.36,1
2610,naturally,27.35,1
2611,hopefully,27.34,1
2612,menu,27.3,1
2613,smooth,27.29,1
2614,friendly,27.28,1
2615,advertising,27.26,1
2616,interpret,27.26,1
2617,dismiss,27.22,1
2618,apparent,27.17,1
2619,arrangement,27.17,1
2620,brilliant,27.16,1
2621,split,27.16,1
2622,incorporate,27.16,1
2623,storage,27.13,1
2624,framework,27.12,1
2625,honestly,27.12,1
2626,sigh,27.06,1
2627,assure,27.05,1
2628,utility,27.03,1
2629,aggressive,27.01,1
2630,cookie,27.0,1
2631,terror,26.98,1
2632,wealthy,26.93,1
2633,forum,26.91,1
2634,alliance,26.91,1
2635,possess,26.9,1
2636,empire,26.88,1
2637,curious,26.85,1
2638,interior,26.83,2
2639,corn,26.8,1
2640,calculate,26.76,1
2641,hurry,26.75,1
2642,testimony,26.73,1
2643,elementary,26.73,1
2644,stake,26.73,1
2645,precisely,26.72,1
2646,substantial,26.71,1
2647,depending,26.7,1
2648,concentration,26.66,1
2649,tissue,26.66,1
2650,found,26.65,1
2651,developer,26.65,1
2652,ballot,26.65,1
2653,consume,26.64,1
2654,overcome,26.63,1
2655,biological,26.62,1
2656,chamber,26.6,1
2657,similarly,26.59,1
2658,dare,26.55,1
2659,developing,26.52,1
2660,tiger,26.52,1
2661,transport,26.490000000000002,2
2662,ratio,26.49,1
2663,lover,26.47,1
2664,expansion,26.45,1
2665,cure,26.439999999999998,2
2666,occasionally,26.43,1
2667,unemployment,26.43,1
2668,pet,26.42,1
2669,awful,26.39,1
2670,administrator,26.38,1
2671,laboratory,26.38,1
2672,quarterback,26.36,1
2673,rocket,26.35,1
2674,preparation,26.34,1
2675,confident,26.33,1
2676,strategic,26.29,1
2677,publisher,26.26,1
2678,innovation,26.22,1
2679,highlight,26.21,1
2680,nut,26.2,1
2681,fighter,26.2,1
2682,electricity,26.19,1
2683,instance,26.18,1
2684,fortune,26.18,1
2685,freeze,26.17,1
2686,variation,26.16,1
2687,negotiate,26.15,1
2688,armed,26.15,1
2689,laughter,26.11,1
2690,wisdom,26.11,1
2691,correspondent,26.09,1
2692,mixture,26.08,1
2693,retain,26.06,1
2694,tomato,26.01,1
2695,testify,26.0,1
2696,ingredient,25.99,1
2697,galaxy,25.96,1
2698,qualify,25.96,1
2699,shame,25.95,1
2700,gop,25.95,1
2701,scheme,25.95,1
2702,contest,25.94,1
2703,concentrate,25.94,1
2704,comic,25.9,2
2705,introduction,25.9,1
2706,boundary,25.87,1
2707,chef,25.83,1
2708,versus,25.83,1
2709,tube,25.83,1
2710,regularly,25.82,1
2711,ugly,25.81,1
2712,screw,25.81,1
2713,tongue,25.79,1
2714,fiscal,25.78,1
2715,creek,25.77,1
2716,hip,25.76,1
2717,accompany,25.75,1
2718,terrorism,25.74,1
2719,respondent,25.73,1
2720,narrator,25.73,1
2721,voting,25.73,1
2722,refugee,25.71,1
2723,assembly,25.71,1
2724,fraud,25.7,1
2725,limitation,25.69,1
2726,partnership,25.67,1
2727,representation,25.63,1
2728,ministry,25.61,1
2729,wise,25.6,1
2730,register,25.55,1
2731,comedy,25.48,1
2732,infrastructure,25.47,1
2733,organic,25.47,1
2734,tap,25.47,1
2735,islam,25.46,1
2736,diverse,25.45,1
2737,intellectual,25.45,1
2738,port,25.39,1
2739,fate,25.37,1
2740,absolute,25.36,1
2741,dialogue,25.35,1
2742,frequency,25.33,1
2743,tribe,25.32,1
2744,appointment,25.32,1
2745,external,25.32,1
2746,convert,25.3,1
2747,surprising,25.29,1
2748,mobile,25.27,1
2749,establishment,25.27,1
2750,bye,25.26,1
2751,worried,25.26,1
2752,shopping,25.23,1
2753,congressman,25.16,1
2754,celebrity,25.16,1
2755,impress,25.15,1
2756,taxpayer,25.13,1
2757,adapt,25.11,1
2758,publicly,25.11,1
2759,pride,25.1,1
2760,rapidly,25.1,1
2761,clothing,25.1,1
2762,domain,25.09,1
2763,mainly,25.09,1
2764,ceiling,25.08,1
2765,alter,25.07,1
2766,shelter,25.07,1
2767,random,25.06,1
2768,obligation,25.05,1
2769,shower,25.05,1
2770,beg,25.04,1
2771,asleep,25.02,1
2772,musician,25.0,1
2773,extraordinary,25.0,1
2774,pc,24.99,1
2775,dirt,24.99,1
2776,bell,24.99,1
2777,ceremony,24.95,1
2778,guideline,24.93,1
2779,clue,24.93,1
2780,comfort,24.92,1
2781,pregnancy,24.86,1
2782,borrow,24.84,1
2783,conventional,24.83,1
2784,tourist,24.81,1
2785,incentive,24.78,1
2786,cheek,24.78,1
2787,custom,24.78,1
2788,satellite,24.75,1
2789,tournament,24.75,1
2790,comprehensive,24.73,1
2791,medication,24.72,1
2792,stable,24.72,1
2793,script,24.72,1
2794,efficient,24.7,1
2795,educate,24.7,1
2796,scare,24.66,1
2797,psychology,24.65,1
2798,logic,24.64,1
2799,economics,24.63,1
2800,nevertheless,24.61,1
2801,devil,24.6,1
2802,thirty,24.6,1
2803,charity,24.58,1
2804,fiber,24.57,1
2805,friendship,24.53,1
2806,motivation,24.51,1
2807,differently,24.49,1
2808,observer,24.46,1
2809,humanity,24.42,1
2810,survivor,24.41,1
2811,quietly,24.39,1
2812,fence,24.39,1
2813,humor,24.38,1
2814,funeral,24.35,1
2815,loose,24.31,1
2816,spokesman,24.31,1
2817,extension,24.31,1
2818,historian,24.3,1
2819,ruin,24.28,1
2820,singer,24.26,1
2821,drunk,24.25,1
2822,swim,24.24,1
2823,onion,24.22,1
2824,specialist,24.2,1
2825,pan,24.19,1
2826,missing,24.18,1
2827,distribute,24.17,1
2828,silly,24.17,1
2829,reflection,24.16,1
2830,deck,24.16,1
2831,database,24.15,1
2832,shortly,24.15,1
2833,permission,24.1,1
2834,remote,24.1,1
2835,lifestyle,24.09,1
2836,remarkable,24.09,1
2837,everyday,24.09,1
2838,sweep,24.08,1
2839,naked,24.08,1
2840,sufficient,24.07,1
2841,lion,24.04,1
2842,consumption,24.03,1
2843,capability,24.0,1
2844,emission,23.94,1
2845,sidebar,23.93,1
2846,crap,23.92,1
2847,dealer,23.91,1
2848,measurement,23.9,1
2849,vital,23.87,1
2850,bake,23.85,1
2851,impressive,23.85,1
2852,fantastic,23.84,1
2853,adviser,23.83,1
2854,mere,23.8,1
2855,imagination,23.79,1
2856,radical,23.79,1
2857,tragedy,23.78,1
2858,consultant,23.76,1
2859,scary,23.76,1
2860,lieutenant,23.74,1
2861,attractive,23.73,1
2862,acre,23.72,1
2863,drawing,23.71,1
2864,newly,23.7,1
2865,ambassador,23.69,1
2866,scandal,23.69,1
2867,ooh,23.66,1
2868,bench,23.65,1
2869,odds,23.63,1
2870,rat,23.61,1
2871,horror,23.59,1
2872,vulnerable,23.56,1
2873,prevention,23.55,1
2874,segment,23.54,1
2875,tail,23.51,1
2876,constitute,23.5,1
2877,badly,23.49,1
2878,bless,23.47,1
2879,literary,23.47,1
2880,implementation,23.46,1
2881,slight,23.45,1
2882,legitimate,23.45,1
2883,desperate,23.42,1
2884,distant,23.41,1
2885,politically,23.39,1
2886,preference,23.39,1
2887,health-care,23.38,1
2888,feedback,23.38,1
2889,italian,23.36,1
2890,detailed,23.32,1
2891,buyer,23.32,1
2892,profession,23.3,1
2893,cooperation,23.3,1
2894,incredibly,23.27,1
2895,killing,23.25,1
2896,sue,23.25,1
2897,photographer,23.22,1
2898,engagement,23.2,1
2899,differ,23.19,1
2900,extensive,23.18,1
2901,salad,23.17,1
2902,grace,23.16,1
2903,stair,23.16,1
2904,vessel,23.14,1
2905,pig,23.13,1
2906,assignment,23.12,1
2907,distinction,23.1,1
2908,acid,23.09,1
2909,circuit,23.09,1
2910,canadian,23.09,1
2911,flee,23.06,1
2912,efficiency,23.05,1
2913,memorial,23.04,1
2914,proposed,23.02,1
2915,entity,23.01,1
2916,punishment,23.0,1
2917,iphone,23.0,1
2918,pill,22.96,1
2919,rub,22.93,1
2920,romantic,22.93,1
2921,myth,22.93,1
2922,economist,22.92,1
2923,latin,22.91,1
2924,decent,22.91,1
2925,craft,22.88,1
2926,poetry,22.88,1
2927,confuse,22.84,1
2928,wooden,22.84,1
2929,thread,22.84,1
2930,coal,22.83,1
2931,privilege,22.83,1
2932,cow,22.82,1
2933,characterize,22.82,1
2934,resort,22.81,1
2935,pie,22.81,1
2936,decrease,22.81,1
2937,legacy,22.79,1
2938,re,22.78,1
2939,frankly,22.72,1
2940,cancel,22.64,1
2941,derive,22.63,1
2942,dumb,22.62,1
2943,scope,22.62,1
2944,formation,22.6,1
2945,grandfather,22.59,1
2946,hence,22.58,1
2947,wound,22.57,1
2948,margin,22.57,1
2949,exhibition,22.56,1
2950,legislature,22.55,1
2951,furthermore,22.54,1
2952,portrait,22.53,1
2953,sustain,22.52,1
2954,uniform,22.49,1
2955,painful,22.45,1
2956,miracle,22.43,1
2957,tactic,22.42,1
2958,zero,22.42,1
2959,calm,22.41,1
2960,mask,22.41,1
2961,inflation,22.4,1
2962,hunting,22.39,1
2963,physically,22.37,1
2964,flesh,22.36,1
2965,temporary,22.35,1
2966,lung,22.33,1
2967,steady,22.31,1
2968,headline,22.3,1
2969,successfully,22.29,1
2970,pole,22.27,1
2971,satisfy,22.27,1
2972,entrance,22.27,1
2973,defendant,22.27,1
2974,aircraft,22.27,1
2975,withdraw,22.26,1
2976,cabinet,22.23,1
2977,repeatedly,22.22,1
2978,happiness,22.21,1
2979,admission,22.21,1
2980,proportion,22.19,1
2981,correlation,22.19,1
2982,dispute,22.18,1
2983,candy,22.14,1
2984,counselor,22.13,1
2985,recording,22.12,1
2986,pile,22.11,1
2987,explosion,22.11,1
2988,appoint,22.1,1
2989,couch,22.1,1
2990,cognitive,22.08,1
2991,nerve,22.07,1
2992,furniture,22.07,1
2993,significance,22.06,1
2994,grateful,22.05,1
2995,commissioner,22.01,1
2996,shelf,22.01,1
2997,warrior,21.98,1
2998,tremendous,21.98,1
2999,physics,21.95,1
3000,garage,21.94,1
3001,flavor,21.93,1
3002,squeeze,21.91,1
3003,prominent,21.9,1
3004,fifty,21.89,1
3005,fade,21.89,1
3006,oven,21.87,1
3007,recession,21.87,1
3008,discrimination,21.87,1
3009,satisfaction,21.87,1
3010,allegation,21.86,1
3011,weekly,21.84,1
3012,boom,21.84,1
3013,restriction,21.82,1
3014,lately,21.82,1
3015,diamond,21.8,1
3016,heel,21.75,1
3017,conviction,21.75,1
3018,fake,21.71,1
3019,fame,21.7,1
3020,shine,21.69,1
3021,actress,21.68,1
3022,playoff,21.68,1
3023,controversy,21.67,1
3024,cheat,21.67,1
3025,format,21.67,1
3026,auto,21.66,1
3027,grocery,21.65,1
3028,rip,21.63,1
3029,shade,21.61,1
3030,regulate,21.59,1
3031,meter,21.58,1
3032,olympic,21.57,1
3033,pipe,21.56,1
3034,celebration,21.5,1
3035,handful,21.5,1
3036,copyright,21.48,1
3037,dependent,21.46,1
3038,bishop,21.43,1
3039,signature,21.43,1
3040,strengthen,21.43,1
3041,soup,21.42,1
3042,entitle,21.41,1
3043,whoever,21.4,1
3044,carrier,21.39,1
3045,anniversary,21.39,1
3046,pizza,21.39,1
3047,ethics,21.38,1
3048,legend,21.37,1
3049,eagle,21.37,1
3050,scholarship,21.33,1
3051,membership,21.32,1
3052,possession,21.29,1
3053,standing,21.29,1
3054,treaty,21.29,1
3055,partly,21.28,1
3056,consciousness,21.26,1
3057,manufacturing,21.24,1
3058,announcement,21.23,1
3059,tire,21.22,1
3060,stability,21.18,1
3061,prediction,21.18,1
3062,makeup,21.18,1
3063,norm,21.16,1
3064,irish,21.15,1
3065,gently,21.13,1
3066,genius,21.13,1
3067,mall,21.09,1
3068,operator,21.09,1
3069,rumor,21.07,1
3070,poet,21.06,1
3071,tendency,21.05,1
3072,subsequent,21.04,1
3073,explode,21.02,1
3074,controversial,21.01,1
3075,courage,21.01,1
3076,maintenance,21.01,1
3077,exceed,21.0,1
3078,vaccine,20.97,1
3079,identification,20.97,1
3080,sandwich,20.95,1
3081,bull,20.95,1
3082,lens,20.93,1
3083,twelve,20.91,1
3084,mainstream,20.91,1
3085,presidency,20.87,1
3086,integrity,20.86,1
3087,secondary,20.85,1
3088,distinct,20.85,1
3089,intelligent,20.85,1
3090,fifteen,20.84,1
3091,hypothesis,20.84,1
3092,bias,20.84,1
3093,nomination,20.82,1
3094,adjustment,20.8,1
3095,sanction,20.8,1
3096,render,20.78,1
3097,mutual,20.77,1
3098,acceptable,20.77,1
3099,meaningful,20.76,1
3100,examination,20.76,1
3101,communist,20.74,1
3102,superior,20.74,1
3103,currency,20.74,1
3104,collective,20.73,1
3105,doctrine,20.69,1
3106,flame,20.69,1
3107,guitar,20.69,1
3108,commerce,20.68,1
3109,invent,20.68,1
3110,float,20.68,1
3111,robot,20.66,1
3112,rapid,20.65,1
3113,respectively,20.62,1
3114,particle,20.62,1
3115,glove,20.61,1
3116,edit,20.61,1
3117,jazz,20.56,1
3118,moderate,20.56,1
3119,infant,20.55,1
3120,summary,20.55,1
3121,server,20.54,1
3122,leather,20.54,1
3123,radiation,20.53,1
3124,prompt,20.52,1
3125,composition,20.51,1
3126,operating,20.5,1
3127,assert,20.49,1
3128,discourse,20.48,1
3129,dump,20.47,1
3130,wildlife,20.45,1
3131,soccer,20.44,1
3132,mandate,20.43,1
3133,nightmare,20.39,1
3134,barrel,20.37,1
3135,homeless,20.37,1
3136,uncomfortable,20.37,1
3137,execute,20.37,1
3138,globe,20.37,1
3139,gesture,20.33,1
3140,pale,20.32,1
3141,tent,20.31,1
3142,receiver,20.31,1
3143,horizon,20.28,1
3144,headquarters,20.22,1
3145,diagnosis,20.21,1
3146,considerable,20.19,1
3147,automatically,20.15,1
3148,fighting,20.15,1
3149,gospel,20.15,1
3150,stroke,20.14,1
3151,wander,20.12,1
3152,duck,20.11,1
3153,beast,20.1,1
3154,grain,20.1,1
3155,fabric,20.09,1
3156,remark,20.09,1
3157,civilization,20.07,1
3158,ma'am,20.06,1
3159,corruption,20.06,1
3160,greatly,20.05,1
3161,workshop,20.03,1
3162,cd,20.02,1
3163,inquiry,20.02,1
3164,exclude,20.01,1
3165,admire,20.01,1
3166,rifle,20.0,1
3167,reporting,19.99,1
3168,curve,19.99,1
3169,closet,19.99,1
3170,patch,19.98,1
3171,touchdown,19.97,1
3172,experimental,19.97,1
3173,earnings,19.96,1
3174,hunter,19.96,1
3175,corps,19.95,1
3176,tunnel,19.95,1
3177,behave,19.94,1
3178,motivate,19.9,1
3179,elderly,19.88,1
3180,virtual,19.87,1
3181,weakness,19.86,1
3182,doc,19.85,1
3183,virtue,19.85,1
3184,progressive,19.85,1
3185,ounce,19.82,1
3186,athletic,19.79,1
3187,confusion,19.77,1
3188,legislative,19.76,1
3189,facilitate,19.75,1
3190,midnight,19.74,1
3191,deer,19.73,1
3192,undergo,19.73,1
3193,heritage,19.73,1
3194,sword,19.72,1
3195,summit,19.72,1
3196,telescope,19.71,1
3197,blade,19.7,1
3198,donate,19.7,1
3199,toe,19.7,1
3200,agriculture,19.7,1
3201,enforce,19.68,1
3202,recruit,19.66,1
3203,dose,19.59,1
3204,concerning,19.58,1
3205,integrate,19.58,1
3206,prescription,19.56,1
3207,monthly,19.55,1
3208,retail,19.55,1
3209,deadly,19.55,1
3210,adoption,19.55,1
3211,transaction,19.54,1
3212,reliable,19.54,1
3213,rope,19.54,1
3214,grave,19.54,1
3215,lawn,19.53,1
3216,consistently,19.53,1
3217,bubble,19.5,1
3218,briefly,19.49,1
3219,absorb,19.49,1
3220,princess,19.47,1
3221,anticipate,19.45,1
3222,log,19.45,1
3223,bug,19.45,1
3224,kingdom,19.45,1
3225,blanket,19.45,1
3226,nominee,19.44,1
3227,dedicate,19.44,1
3228,transformation,19.42,1
3229,temple,19.42,1
3230,frustration,19.4,1
3231,arrival,19.4,1
3232,changing,19.39,1
3233,demonstration,19.36,1
3234,pollution,19.35,1
3235,poster,19.34,1
3236,nail,19.34,1
3237,nonprofit,19.33,1
3238,guidance,19.31,1
3239,lemon,19.29,1
3240,pen,19.29,1
3241,interrupt,19.29,1
3242,bankruptcy,19.29,1
3243,dominant,19.27,1
3244,resign,19.27,1
3245,invasion,19.25,1
3246,sacred,19.24,1
3247,replacement,19.24,1
3248,portray,19.23,1
3249,hunt,19.22,1
3250,distinguish,19.22,1
3251,melt,19.2,1
3252,consensus,19.19,1
3253,mate,19.17,1
3254,hardware,19.17,1
3255,rail,19.17,1
3256,korean,19.16,1
3257,cabin,19.15,1
3258,dining,19.15,1
3259,tobacco,19.13,1
3260,snake,19.13,1
3261,orientation,19.12,1
3262,wherever,19.1,1
3263,seize,19.09,1
3264,punish,19.06,1
3265,sexy,19.06,1
3266,input,19.05,1
3267,depict,19.05,1
3268,seemingly,19.04,1
3269,competitor,19.03,1
3270,widespread,19.03,1
3271,freshman,19.01,1
3272,donation,19.0,1
3273,administrative,19.0,1
3274,donor,18.99,1
3275,gradually,18.98,1
3276,overlook,18.98,1
3277,flip,18.97,1
3278,pleased,18.96,1
3279,resemble,18.96,1
3280,ideology,18.93,1
3281,glory,18.92,1
3282,maximum,18.9,1
3283,organ,18.88,1
3284,skip,18.87,1
3285,starting,18.87,1
3286,brick,18.86,1
3287,rebel,18.84,1
3288,reservation,18.84,1
3289,gut,18.84,1
3290,disappointed,18.83,1
3291,oak,18.82,1
3292,valid,18.82,1
3293,instructor,18.81,1
3294,toilet,18.8,1
3295,racism,18.78,1
3296,pension,18.77,1
3297,diabetes,18.77,1
3298,cluster,18.75,1
3299,eager,18.74,1
3300,marijuana,18.74,1
3301,combat,18.73,1
3302,praise,18.7,1
3303,costume,18.7,1
3304,frequent,18.68,1
3305,sixth,18.68,1
3306,inspiration,18.67,1
3307,cooking,18.66,1
3308,concrete,18.66,1
3309,conspiracy,18.64,1
3310,trait,18.63,1
3311,van,18.63,1
3312,institutional,18.61,1
3313,drinking,18.6,1
3314,garlic,18.6,1
3315,crystal,18.59,1
3316,counsel,18.56,1
3317,helicopter,18.56,1
3318,equation,18.55,1
3319,sophisticated,18.54,1
3320,roman,18.54,1
3321,pope,18.53,1
3322,timing,18.53,1
3323,opera,18.51,1
3324,ethical,18.5,1
3325,indication,18.48,1
3326,gaze,18.47,1
3327,reinforce,18.47,1
3328,motive,18.47,1
3329,porch,18.47,1
3330,ours,18.45,1
3331,written,18.44,1
3332,lap,18.44,1
3333,reverse,18.43,1
3334,starter,18.42,1
3335,injure,18.42,1
3336,continued,18.41,1
3337,chronic,18.41,1
3338,exclusive,18.4,1
3339,colonel,18.39,1
3340,beef,18.38,1
3341,abroad,18.38,1
3342,thanksgiving,18.36,1
3343,intensity,18.36,1
3344,cave,18.35,1
3345,associated,18.34,1
3346,basement,18.34,1
3347,fascinating,18.32,1
3348,interact,18.31,1
3349,illustration,18.31,1
3350,essence,18.3,1
3351,driving,18.3,1
3352,container,18.3,1
3353,dynamic,18.28,1
3354,gym,18.28,1
3355,bat,18.26,1
3356,plead,18.26,1
3357,uncertainty,18.25,1
3358,promotion,18.25,1
3359,ownership,18.24,1
3360,officially,18.21,1
3361,documentary,18.2,1
3362,tag,18.2,1
3363,guilt,18.18,1
3364,alarm,18.17,1
3365,turkey,18.16,1
3366,diagnose,18.16,1
3367,precious,18.14,1
3368,swallow,18.14,1
3369,fitness,18.13,1
3370,initiate,18.13,1
3371,restrict,18.12,1
3372,gulf,18.11,1
3373,mommy,18.1,1
3374,unexpected,18.09,1
3375,shrug,18.09,1
3376,agricultural,18.07,1
3377,dragon,18.04,1
3378,spectrum,18.04,1
3379,bacteria,18.04,1
3380,shore,18.03,1
3381,pastor,18.02,1
3382,cliff,18.02,1
3383,adequate,18.01,1
3384,tackle,18.01,1
3385,occupation,18.0,1
3386,compose,17.99,1
3387,brave,17.99,1
3388,stimulus,17.97,1
3389,patent,17.96,1
3390,powder,17.96,1
3391,harsh,17.94,1
3392,chaos,17.93,1
3393,kit,17.92,1
3394,surprisingly,17.91,1
3395,piano,17.91,1
3396,lend,17.9,1
3397,correctly,17.88,1
3398,govern,17.88,1
3399,modest,17.87,1
3400,shared,17.87,1
3401,overwhelming,17.86,1
3402,gentle,17.86,1
3403,servant,17.86,1
3404,psychologist,17.86,1
3405,elevator,17.84,1
3406,divine,17.83,1
3407,transmission,17.83,1
3408,hispanic,17.83,1
3409,butt,17.81,1
3410,commonly,17.79,1
3411,cowboy,17.78,1
3412,intent,17.77,1
3413,counseling,17.74,1
3414,rhythm,17.73,1
3415,complexity,17.73,1
3416,effectiveness,17.71,1
3417,nonetheless,17.71,1
3418,longtime,17.7,1
3419,statistical,17.7,1
3420,lonely,17.7,1
3421,strain,17.69,1
3422,devote,17.68,1
3423,garbage,17.68,1
3424,venture,17.66,1
3425,aide,17.64,1
3426,subtle,17.64,1
3427,rod,17.63,1
3428,endure,17.62,1
3429,t-shirt,17.62,1
3430,strict,17.61,1
3431,basket,17.61,1
3432,franchise,17.6,1
3433,loser,17.6,1
3434,saint,17.59,1
3435,prosecution,17.58,1
3436,lyrics,17.57,1
3437,compound,17.56,1
3438,architecture,17.55,1
3439,destination,17.54,1
3440,cope,17.53,1
3441,spill,17.52,1
3442,lecture,17.52,1
3443,sum,17.52,1
3444,genuine,17.52,1
3445,province,17.52,1
3446,upstairs,17.51,1
3447,acceptance,17.5,1
3448,trading,17.5,1
3449,revelation,17.49,1
3450,collaboration,17.48,1
3451,indicator,17.48,1
3452,rhetoric,17.48,1
3453,slam,17.47,1
3454,monkey,17.46,1
3455,inevitable,17.46,1
